Expo_Name,Expo_Year,Expo_Country,Expo_City,Setlist,Song_Name,Song_Artist,Song_Vocalist,Song_Plays(Mil)
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,Cumulonimbus Graffiti,ryo,Miku,1.5
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,Tell Your World,kz,Miku,50.5
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,Sharing The World,BIGHEAD,Miku,1.3
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  New York,2016,United States of America,New York,Miku Expo 2016 North America,Star Fragment,marasy,Miku,0.1
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,The Disappearance of Hatsune Miku -DEAD END-,cosMo@BousouP,Miku,20.7
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Two-Sided Lovers,Wowaka,Miku,43.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,World's End Dancehall,wowaka,Miku & Luka,45.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,magnet,Minato Takahiro,Miku & Luka,10.1
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Weekender Girl,kz & HachioujiP,Miku,15.7
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Deep Sea Girl,Yuuyu,Miku,29.3
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Glass Wall,GuitarHeroPianoZero,Miku,2.1
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Snowman,halyosy,Kaito,0.1
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Change Me,shu-t,Meiko,1.7
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Tokyo Teddy Bear,Neru & Ore BananaP,Rin,37.2
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Love is War,ryo,Miku,4
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,"Last Night, Good Night",kz,Miku,3.8
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Ten Thousand Stars,CircusP,Miku,2.8
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Secret Police,BuririP,Miku,1
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Cumulonimbus Graffiti,ryo,Miku,1.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Tell Your World,kz,Miku,50.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Sharing The World,BIGHEAD,Miku,1.3
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  Monterrey,2016,Mexico,Monterrey,Miku Expo 2016 North America,Star Fragment,marasy,Miku,0.1
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,The Disappearance of Hatsune Miku -DEAD END-,cosMo@BousouP,Miku,20.7
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Two-Sided Lovers,Wowaka,Miku,43.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,World's End Dancehall,wowaka,Miku & Luka,45.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,magnet,Minato Takahiro,Miku & Luka,10.1
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Weekender Girl,kz & HachioujiP,Miku,15.7
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Deep Sea Girl,Yuuyu,Miku,29.3
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Glass Wall,GuitarHeroPianoZero,Miku,2.1
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Snowman,halyosy,Kaito,0.1
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Change Me,shu-t,Meiko,1.7
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Tokyo Teddy Bear,Neru & Ore BananaP,Rin,37.2
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Love is War,ryo,Miku,4
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,"Last Night, Good Night",kz,Miku,3.8
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Ten Thousand Stars,CircusP,Miku,2.8
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Secret Police,BuririP,Miku,1
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Cumulonimbus Graffiti,ryo,Miku,1.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Tell Your World,kz,Miku,50.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Sharing The World,BIGHEAD,Miku,1.3
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  Mexico City,2016,Mexico,Mexico City,Miku Expo 2016 North America,Star Fragment,marasy,Miku,0.1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,The Disappearance of Hatsune Miku -DEAD END-,cosMo@BousouP,Miku,20.7
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Two-Sided Lovers,Wowaka,Miku,43.5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,World's End Dancehall,wowaka,Miku & Luka,45.5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,magnet,Minato Takahiro,Miku & Luka,10.1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Weekender Girl,kz & HachioujiP,Miku,15.7
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Love is War,ryo,Miku,4
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,celluloid,baker,Miku,1.1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Snowman,halyosy,Kaito,0.1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Change Me,shu-t,Meiko,1.7
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Meltdown,iroha,Rin,55.8
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,"1, 2 Fanclub",MikitoP,Rin & Len,1.2
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,"Last Night, Good Night",kz,Miku,3.8
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Ten Thousand Stars,CircusP,Miku,2.8
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Senbonzakura,Kurousa-P,Miku,38.3
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Tell Your World,kz,Miku,50.5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Spinning Song,DATEKEN,Rin & Len,1.1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Secret Police,BuririP,Miku,1
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  New Taipei City,2016,Taiwan,New Taipei City,Miku Expo 2016 Taiwan,Star Fragment,marasy,Miku,0.1
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Streaming Heart,DECO*27,Miku,16.8
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Two-Sided Lovers,Wowaka,Miku,43.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,World's End Dancehall,wowaka,Miku & Luka,45.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Deep Sea Girl,Yuuyu,Miku,29.3
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Moon West River,SolPie,Miku,0.1
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Tokyo Teddy Bear,Neru & Ore BananaP,Rin,37.2
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,"1, 2 Fanclub",MikitoP,Rin & Len,1.2
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Spinning Song,DATEKEN,Rin & Len,1.1
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Snowman,halyosy,Kaito,0.1
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Change Me,shu-t,Meiko,1.7
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Ten Thousand Stars,CircusP,Miku,2.8
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,"Last Night, Good Night",kz,Miku,3.8
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Whimsical Mercy,HachioujiP,Miku,79.3
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Secret Police,BuririP,Miku,1
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,ODDS&ENDS,ryo,Miku,17.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Tell Your World,kz,Miku,50.5
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,The Disappearance of Hatsune Miku -DEAD END-,cosMo@BousouP,Miku,20.7
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  Shanghai,2016,China,Shanghai,Miku Expo 2016 China,Though My Song Has No Form,doriko,Miku,0.1
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Streaming Heart,DECO*27,Miku,16.8
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Two-Sided Lovers,Wowaka,Miku,43.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,World's End Dancehall,wowaka,Miku & Luka,45.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Deep Sea Girl,Yuuyu,Miku,29.3
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Moon West River,SolPie,Miku,0.1
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Tokyo Teddy Bear,Neru & Ore BananaP,Rin,37.2
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,"1, 2 Fanclub",MikitoP,Rin & Len,1.2
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Spinning Song,DATEKEN,Rin & Len,1.1
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Snowman,halyosy,Kaito,0.1
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Change Me,shu-t,Meiko,1.7
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Ten Thousand Stars,CircusP,Miku,2.8
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,"Last Night, Good Night",kz,Miku,3.8
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Whimsical Mercy,HachioujiP,Miku,79.3
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Secret Police,BuririP,Miku,1
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,ODDS&ENDS,ryo,Miku,17.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Blue Star,HachioujiP,Miku,0.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Tell Your World,kz,Miku,50.5
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,The Disappearance of Hatsune Miku -DEAD END-,cosMo@BousouP,Miku,20.7
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2016  Beijing,2016,China,Beijing,Miku Expo 2016 China,Though My Song Has No Form,doriko,Miku,0.1
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Senbonzakura,Kurousa-P,Miku,38.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Raspberry＊Monster,Gom & HoneyWorks,Miku,4.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Ghost Rule,DECO*27,Miku,127.9
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Resonate ,Giga,Miku,37.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Weekender Girl,kz & HachioujiP,Miku,15.7
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Glass Wall,GuitarHeroPianoZero,Miku,2.1
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Butterfly on Your Right Shoulder,noripy,Rin & Len,38
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Tokyo Teddy Bear,Neru & Ore BananaP,Rin,37.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Doctor=Funk Beat,nyanyannya,Kaito,13.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Love Suicide in Oblivion,OPA,Meiko,1
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Chentaku,SonaOne,Miku,0.1
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Alien Alien,Nayutan Seijin,Miku,51.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Unhappy Refrain,wowaka,Miku,18.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Venus at the Fingertips,mohax_2000,Miku,0.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,8HIT,JesusP,Rin & Len,2.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,"1, 2 Fanclub",MikitoP,Rin & Len,1.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Luka Luka★Night Fever,samfree,Luka,36.5
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Whimsical Mercy,HachioujiP,Miku,79.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,The Intense Voice of Hatsune Miku,cosMo@BousouP,Miku,5
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,39,DECO*27 & sasakure,Miku,7.2
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Melt,ryo,Miku,34
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Satisfaction,kz,Miku,2.3
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Though My Song Has No Form,doriko,Miku,0.1
Miku Expo 2017 Kuala Lumpur,2017,Malaysia,Kuala Lumpur,Miku Expo 2017 Malaysia,Tell Your World,kz,Miku,50.5
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,I'll Make You Do the Miku Miku♪ (You'll Do It),ika,Miku,17.4
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Senbonzakura,Kurousa-P,Miku,38.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Ghost Rule,DECO*27,Miku,127.9
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Raspberry＊Monster,Gom & HoneyWorks,Miku,4.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Ageage Again,Mitchie M,Miku,12.2
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Meltdown,iroha,Rin,55.8
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Dappou Rock,Neru,Len,51.7
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Doctor=Funk Beat,nyanyannya,Kaito,13.2
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Love Suicide in Oblivion,OPA,Meiko,1
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,glow,OPA,Meiko,5.4
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Through The Night,Slushii,Miku,4.2
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Romeo and Cinderella,doriko,Miku,66
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Envy Catwalk,Tohma,Miku,8
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Can't Make A Song!!,beat_shobon,Miku,0.5
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Double Lariat,Agoaniki,Luka,13.1
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Just be Friends,Dixie Flatline,Luka,18.7
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,8HIT,JesusP,Rin & Len,2.2
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Remote Control,JesusP,Rin & Len,19.2
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Gemini,Dixie Flatline,Rin & Len,1.9
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Nyanyanyanyanyanyanyanyanya!,daniwell,Miku,12
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Satisfaction,kz,Miku,2.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Whimsical Mercy,HachioujiP,Miku,79.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Resonate ,Giga,Miku,37.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Luka Luka★Night Fever,samfree,Luka,36.5
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,World is Mine,"ryo, supercell",Miku,67.5
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Sakura Rain,halyosy,Miku,5.9
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Decade,Dixie Flatline,Miku,4.6
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,DUNE,HACHI,Miku,133.7
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Miku,Anamanaguchi,Miku,217.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Sharing The World,BIGHEAD,Miku,1.3
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Tell Your World,kz,Miku,50.5
Miku Expo 2018 Los Angeles,2018,United States of America,Los Angeles,Miku Expo 2018 North America,Melt,ryo,Miku,34
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,I'll Make You Do the Miku Miku♪ (You'll Do It),ika,Miku,17.4
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Senbonzakura,Kurousa-P,Miku,38.3
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Ghost Rule,DECO*27,Miku,127.9
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Raspberry＊Monster,Gom & HoneyWorks,Miku,4.3
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Ageage Again,Mitchie M,Miku,12.2
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Meltdown,iroha,Rin,55.8
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Dappou Rock,Neru,Len,51.7
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Doctor=Funk Beat,nyanyannya,Kaito,13.2
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,Love Suicide in Oblivion,OPA,Meiko,1
Miku Expo 2018 San Jose,2018,United States of America,San Jose,Miku Expo 2018 North America,glow,OPA,Meiko,5.4
